GENESIS-Tabelle: 31121-03-02-5-B
Baufertigstellungen: Wohnungen in Wohn- und;;;;;;
Nichtwohngebäuden (einschl. Umbau) - Jahressumme -;;;;;;
regionale Ebenen;;;;;;
Statistik der Baufertigstellungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
2015;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
08237008;Betzweiler-Wälde;-;-;-;-;-
08237019;Dornstetten, Stadt;18;2;2;1;13
08237024;Empfingen;20;2;2;5;11
08237027;Eutingen im Gäu;27;2;8;0;17
08237028;Freudenstadt, Stadt;59;9;10;14;26
08237030;Glatten;6;0;0;0;6
08237032;Grömbach;1;0;0;0;1
08237040;Horb am Neckar, Stadt;52;10;6;14;22
08237045;Loßburg;22;2;6;4;10
08237054;Pfalzgrafenweiler;11;0;4;0;7
08237061;Schopfloch;9;2;1;1;5
08237072;Wörnersberg;1;0;0;0;1
08237073;Seewald;3;0;1;0;2
08237074;Waldachtal;12;0;2;1;9
08237075;Bad Rippoldsau-Schapbach;1;0;0;0;1
08311000;Freiburg im Breisgau, Stadtkreis;565;191;105;107;162
08315003;Au;10;0;-1;1;10
08315004;Auggen;8;0;2;4;2
08315006;Bad Krozingen, Stadt;261;31;61;65;104
08315007;Badenweiler;20;0;6;3;11
08315008;Ballrechten-Dottingen;4;0;0;-2;6
08315013;Bötzingen;7;0;1;1;5
08315014;Bollschweil;11;2;2;2;5
08315015;Breisach am Rhein, Stadt;238;40;43;53;102
08315016;Breitnau;3;0;1;2;0
08315020;Buchenbach;1;0;-1;0;2
08315022;Buggingen;39;1;1;4;33
08315028;Ebringen;8;2;2;0;4
08315030;Eichstetten am Kaiserstuhl;11;1;2;1;7
08315031;Eisenbach (Hochschwarzwald);1;0;0;-1;2
08315033;Eschbach;11;1;3;2;5
08315037;Feldberg (Schwarzwald);2;0;1;-1;2
08315039;Friedenweiler;1;0;0;0;1
08315041;Glottertal;17;5;0;5;7
08315043;Gottenheim;13;5;2;1;5
08315047;Gundelfingen;85;17;30;25;13
08315048;Hartheim am Rhein;6;-1;2;0;5
08315050;Heitersheim, Stadt;45;12;4;6;23
08315051;Heuweiler;8;0;0;2;6
08315052;Hinterzarten;0;-1;0;1;0
08315056;Horben;2;1;0;0;1
08315059;Ihringen;25;3;0;-1;23
08315064;Kirchzarten;70;16;24;14;16
08315068;Lenzkirch;13;8;0;-3;8
08315070;Löffingen, Stadt;20;2;3;3;12
08315072;Merdingen;8;1;1;7;-1
08315073;Merzhausen;34;9;13;9;3
08315074;Müllheim, Stadt;85;7;15;22;41
08315076;Neuenburg am Rhein, Stadt;104;13;24;30;37
08315084;Oberried;7;0;1;1;5
08315089;Pfaffenweiler;16;1;0;0;15
08315094;St. Märgen;3;0;2;-1;2
08315095;St. Peter;5;0;0;1;4
08315098;Schallstadt;27;1;0;2;24
08315102;Schluchsee;13;3;0;2;8
08315107;Sölden;4;1;0;0;3
08315108;Staufen im Breisgau, Stadt;29;1;0;1;27
08315109;Stegen;21;5;1;12;3
08315111;Sulzburg, Stadt;8;0;0;0;8
08315113;Titisee-Neustadt, Stadt;21;4;8;-2;11
08315115;Umkirch;97;0;1;0;96
08315125;Wittnau;5;0;1;1;3
08315130;Münstertal/Schwarzwald;13;4;4;2;3
08315131;Ehrenkirchen;28;13;2;1;12
08315132;March;39;4;13;11;11
08315133;Vogtsburg im Kaiserstuhl, Stadt;20;3;1;1;15
08316002;Bahlingen am Kaiserstuhl;9;1;2;0;6
08316003;Biederbach;4;0;-1;1;4
08316009;Denzlingen;73;26;20;20;7
08316010;Elzach, Stadt;37;5;4;7;21
08316011;Emmendingen, Stadt;148;12;27;40;69
08316012;Endingen am Kaiserstuhl, Stadt;44;10;4;9;21
08316013;Forchheim;9;2;1;-1;7
08316014;Gutach im Breisgau;20;1;1;13;5
08316017;Herbolzheim, Stadt;45;2;10;8;25
08316020;Kenzingen, Stadt;46;1;7;2;36
08316024;Malterdingen;19;1;0;2;16
08316036;Reute;2;0;0;0;2
08316037;Riegel am Kaiserstuhl;2;0;0;-1;3
08316038;Sasbach am Kaiserstuhl;12;2;-1;3;8
08316039;Sexau;10;2;1;2;5
08316042;Simonswald;8;2;1;0;5
08316043;Teningen;28;3;2;7;16
08316045;Vörstetten;15;5;1;1;8
08316049;Weisweil;8;1;0;1;6
08316051;Wyhl am Kaiserstuhl;25;4;4;6;11
08316053;Rheinhausen;4;0;1;0;3
08316054;Freiamt;6;0;1;-2;7
08316055;Winden im Elztal;5;0;0;1;4
08316056;Waldkirch, Stadt;35;2;12;8;13
08317001;Achern, Stadt;160;69;20;31;40
08317005;Appenweier;64;5;6;12;41
08317008;Bad Peterstal-Griesbach;4;0;-1;0;5
08317009;Berghaupten;15;1;6;2;6
08317011;Biberach;16;5;4;3;4
08317021;Durbach;21;2;0;4;15
08317026;Ettenheim, Stadt;81;9;13;21;38
08317029;Fischerbach;7;0;0;0;7
08317031;Friesenheim;30;0;0;6;24
08317034;Gengenbach, Stadt;58;5;22;18;13
08317039;Gutach (Schwarzwaldbahn);16;4;0;5;7
08317040;Haslach im Kinzigtal, Stadt;38;-1;13;6;20
08317041;Hausach, Stadt;13;1;1;-1;12
08317046;Hofstetten;5;0;-1;0;6
08317047;Hohberg;33;1;8;2;22
08317051;Hornberg, Stadt;0;0;0;0;0
08317056;Kappelrodeck;27;1;5;2;19
08317057;Kehl, Stadt;126;21;19;19;67
08317059;Kippenheim;8;-1;1;1;7
08317065;Lahr/Schwarzwald, Stadt;168;19;28;44;77
08317067;Lautenbach;3;0;0;0;3
08317068;Lauf;11;0;1;2;8
08317073;Mahlberg, Stadt;26;0;0;5;21
08317075;Meißenheim;9;0;1;3;5
08317078;Mühlenbach;7;-2;3;1;5
08317085;Nordrach;3;0;0;2;1
08317088;Oberharmersbach;1;0;4;-1;-2
08317089;Oberkirch, Stadt;116;29;20;21;46
08317093;Oberwolfach;5;1;0;1;3
08317096;Offenburg, Stadt;159;4;46;39;70
08317097;Ohlsbach;2;0;0;2;0
08317098;Oppenau, Stadt;7;1;-2;0;8
08317100;Ortenberg;9;0;3;4;2
08317102;Ottenhöfen im Schwarzwald;0;0;0;0;0
08317110;Renchen, Stadt;10;0;-1;1;10
08317113;Ringsheim;5;1;-1;1;4
08317114;Rust;15;-2;6;3;8
08317116;Sasbach;38;15;11;2;10
08317118;Sasbachwalden;6;0;0;3;3
08317121;Schuttertal;4;0;0;0;4
08317122;Schutterwald;15;1;1;2;11
08317126;Seebach;0;0;0;-1;1
08317127;Seelbach;7;1;-1;1;6
08317129;Steinach;12;0;3;5;4
08317141;Willstätt;28;0;-1;8;21
08317145;Wolfach, Stadt;10;0;4;3;3
08317146;Zell am Harmersbach, Stadt;76;33;21;3;19
08317150;Schwanau;29;0;2;7;20
08317151;Neuried;44;2;1;12;29
08317152;Kappel-Grafenhausen;21;1;2;5;13
08317153;Rheinau, Stadt;42;0;2;6;34
08317971;Rheinau, gemeindefreies Gebiet;-;-;-;-;-
08325001;Aichhalden;31;4;12;2;13
08325009;Bösingen;6;0;-1;0;7
08325011;Dietingen;8;0;1;0;7
08325012;Dornhan, Stadt;13;1;0;2;10
08325014;Dunningen;40;0;7;7;26
08325015;Epfendorf;17;-1;11;2;5
08325024;Hardt;3;0;1;1;1
08325036;Lauterbach;3;0;0;1;2
08325045;Oberndorf am Neckar, Stadt;43;9;6;15;13
08325049;Rottweil, Stadt;67;12;24;8;23
08325050;Schenkenzell;0;0;0;0;0
08325051;Schiltach, Stadt;4;0;1;1;2
08325053;Schramberg, Stadt;22;4;5;-2;15
08325057;Sulz am Neckar, Stadt;34;1;2;7;24
08325058;Tennenbronn;-;-;-;-;-
08325060;Villingendorf;6;1;0;-1;6
08325061;Vöhringen;9;1;0;3;5
08325064;Wellendingen;25;2;1;6;16
08325069;Zimmern ob Rottweil;21;3;2;6;10
08325070;Fluorn-Winzeln;14;2;3;4;5
08325071;Eschbronn;2;0;0;2;0
08325072;Deißlingen;15;2;1;3;9
08326003;Bad Dürrheim, Stadt;36;1;5;11;19
08326005;Blumberg, Stadt;10;0;1;2;7
08326006;Bräunlingen, Stadt;25;4;6;7;8
08326010;Dauchingen;4;0;0;1;3
08326012;Donaueschingen, Stadt;52;9;-1;2;42
08326017;Furtwangen im Schwarzwald, Stadt;4;0;0;0;4
08326020;Gütenbach;1;0;0;1;0
08326027;Hüfingen, Stadt;19;-2;2;5;14
08326031;Königsfeld im Schwarzwald;36;12;15;1;8
08326037;Mönchweiler;0;0;0;0;0
08326041;Niedereschach;19;0;1;5;13
08326052;St. Georgen im Schwarzwald, Stadt;16;6;-3;4;9
08326054;Schönwald im Schwarzwald;3;1;1;0;1
08326055;Schonach im Schwarzwald;0;0;0;-1;1
08326060;Triberg im Schwarzwald, Stadt;0;0;1;0;-1
08326061;Tuningen;5;1;0;-1;5
08326065;Unterkirnach;0;0;0;0;0
08326068;Vöhrenbach, Stadt;2;0;-1;0;3
08326074;Villingen-Schwenningen, Stadt;221;35;60;72;54
08326075;Brigachtal;3;1;0;0;2
08327002;Aldingen;15;4;1;-3;13
08327004;Bärenthal;3;0;0;0;3
08327005;Balgheim;5;0;1;0;4
08327006;Böttingen;1;0;0;0;1
08327007;Bubsheim;11;8;1;-1;3
08327008;Buchheim;1;0;-1;0;2
08327009;Deilingen;5;0;0;1;4
08327010;Denkingen;1;0;0;0;1
08327011;Dürbheim;9;2;0;1;6
08327012;Durchhausen;4;0;0;0;4
08327013;Egesheim;0;0;0;0;0
08327016;Fridingen an der Donau, Stadt;6;1;0;-3;8
08327017;Frittlingen;7;0;0;0;7
08327018;Geisingen, Stadt;7;0;0;1;6
08327019;Gosheim;8;1;0;0;7
08327020;Gunningen;5;1;0;2;2
08327023;Hausen ob Verena;1;0;0;0;1
08327025;Immendingen;5;0;0;2;3
08327027;Irndorf;0;0;0;0;0
08327029;Königsheim;1;0;0;1;0
08327030;Kolbingen;4;0;0;0;4
08327033;Mahlstetten;2;0;0;-1;3
08327036;Mühlheim an der Donau, Stadt;6;1;-1;2;4
08327038;Neuhausen ob Eck;7;0;0;3;4
08327040;Reichenbach am Heuberg;2;0;0;1;1
08327041;Renquishausen;6;0;0;1;5
08327046;Spaichingen, Stadt;37;9;2;21;5
08327048;Talheim;2;0;1;0;1
08327049;Trossingen, Stadt;57;0;8;27;22
08327050;Tuttlingen, Stadt;166;70;31;26;39
08327051;Wehingen;3;0;0;0;3
08327054;Wurmlingen;14;3;5;1;5
08327055;Seitingen-Oberflacht;9;0;0;0;9
08327056;Rietheim-Weilheim;3;0;0;1;2
08327057;Emmingen-Liptingen;14;1;2;3;8
08335001;Aach, Stadt;5;0;0;4;1
08335002;Allensbach;55;2;8;21;24
08335015;Büsingen am Hochrhein;5;0;0;0;5
08335021;Eigeltingen;19;3;2;7;7
08335022;Engen, Stadt;82;36;2;7;37
08335025;Gaienhofen;15;1;1;0;13
08335026;Gailingen am Hochrhein;-1;0;0;0;-1
08335028;Gottmadingen;49;7;14;10;18
08335035;Hilzingen;71;7;26;16;22
08335043;Konstanz, Universitätsstadt;518;253;158;50;57
08335055;Moos;17;0;6;4;7
08335057;Mühlingen;6;1;1;0;4
08335061;Öhningen;13;1;2;3;7
08335063;Radolfzell am Bodensee, Stadt;186;41;50;70;25
08335066;Reichenau;21;12;0;1;8
08335075;Singen (Hohentwiel), Stadt;87;8;23;11;45
08335077;Steißlingen;26;1;8;6;11
08335079;Stockach, Stadt;38;-1;0;17;22
08335080;Tengen, Stadt;23;1;2;2;18
08335081;Volkertshausen;18;1;5;2;10
08335096;Hohenfels;7;1;0;0;6
08335097;Mühlhausen-Ehingen;21;2;0;0;19
08335098;Bodman-Ludwigshafen;31;6;7;8;10
08335099;Orsingen-Nenzingen;9;0;0;4;5
08335100;Rielasingen-Worblingen;33;6;6;6;15
08336004;Aitern;2;0;0;2;0
08336006;Bad Bellingen;26;8;5;3;10
08336008;Binzen;9;0;0;0;9
08336010;Böllen;0;0;0;0;0
08336012;Bürchau;-;-;-;-;-
08336014;Efringen-Kirchen;33;10;1;4;18
08336019;Eimeldingen;30;12;8;2;8
08336020;Elbenschwand;-;-;-;-;-
08336024;Fischingen;1;0;0;0;1
08336025;Fröhnd;0;0;0;0;0
08336034;Hasel;5;0;2;1;2
08336036;Hausen im Wiesental;6;0;4;1;1
08336043;Inzlingen;8;-1;-1;2;8
08336045;Kandern, Stadt;25;2;4;2;17
08336050;Lörrach, Stadt;229;58;72;38;61
08336057;Maulburg;12;0;7;-2;7
08336060;Neuenweg;-;-;-;-;-
08336067;Raich;-;-;-;-;-
08336069;Rheinfelden (Baden), Stadt;108;12;10;19;67
08336073;Rümmingen;2;0;0;0;2
08336074;Sallneck;-;-;-;-;-
08336075;Schallbach;2;0;0;1;1
08336078;Schliengen;7;1;-1;1;6
08336079;Schönau im Schwarzwald, Stadt;5;1;0;0;4
08336080;Schönenberg;1;0;1;0;0
08336081;Schopfheim, Stadt;143;22;44;37;40
08336082;Schwörstadt;3;0;1;1;1
08336084;Steinen;23;0;-1;5;19
08336086;Tegernau;-;-;-;-;-
08336087;Todtnau, Stadt;8;2;1;3;2
08336089;Tunau;1;0;0;0;1
08336090;Utzenfeld;3;3;0;0;0
08336091;Weil am Rhein, Stadt;40;4;18;13;5
08336094;Wembach;1;0;0;0;1
08336096;Wieden;3;0;0;1;2
08336097;Wies;-;-;-;-;-
08336098;Wieslet;-;-;-;-;-
08336100;Wittlingen;3;0;0;0;3
08336103;Zell im Wiesental, Stadt;13;0;2;2;9
08336104;Malsburg-Marzell;2;0;-1;0;3
08336105;Grenzach-Wyhlen;110;0;-2;3;109
08336106;Häg-Ehrsberg;1;0;0;0;1
08336107;Kleines Wiesental;4;0;0;-3;7
08337002;Albbruck;36;4;2;3;27
08337013;Bernau im Schwarzwald;3;1;0;0;2
08337022;Bonndorf im Schwarzwald, Stadt;5;0;-1;-1;7
08337027;Dachsberg (Südschwarzwald);3;0;0;2;1
08337030;Dettighofen;1;0;-1;-1;3
08337032;Dogern;4;0;0;0;4
08337038;Görwihl;12;1;0;0;11
08337039;Grafenhausen;2;0;0;0;2
08337045;Häusern;6;0;0;1;5
08337049;Herrischried;18;0;4;6;8
08337051;Höchenschwand;8;0;1;1;6
08337053;Hohentengen am Hochrhein;15;0;6;0;9
08337059;Ibach;0;0;0;0;0
08337060;Jestetten;24;0;1;2;21
08337062;Klettgau;4;0;0;-1;5
08337065;Lauchringen;28;21;2;1;4
08337066;Laufenburg (Baden), Stadt;11;0;0;6;5
08337070;Lottstetten;20;11;-1;2;8
08337076;Murg;34;1;2;4;27
08337090;Rickenbach;11;0;3;3;5
08337096;Bad Säckingen, Stadt;135;2;21;45;67
08337097;St. Blasien, Stadt;1;0;0;0;1
08337106;Stühlingen, Stadt;19;1;2;1;15
08337108;Todtmoos;2;0;0;0;2
08337116;Wehr, Stadt;54;12;18;9;15
08337118;Weilheim;16;1;1;5;9
08337123;Wutöschingen;16;0;3;1;12
08337124;Eggingen;11;2;0;0;9
08337125;Küssaberg;12;0;1;1;10
08337126;Waldshut-Tiengen, Stadt;121;45;22;23;31
08337127;Wutach;5;0;1;2;2
08337128;Ühlingen-Birkendorf;12;0;2;-1;11
08415014;Dettingen an der Erms;26;1;9;9;7
08415019;Eningen unter Achalm;34;1;10;4;19
08415027;Gomadingen;3;0;0;0;3
08415028;Grabenstetten;4;0;1;0;3
08415029;Grafenberg;21;12;1;4;4
08415034;Hayingen, Stadt;10;2;0;0;8
08415039;Hülben;14;0;0;3;11
08415048;Mehrstetten;3;1;0;0;2
08415050;Metzingen, Stadt;101;11;32;21;37
08415053;Münsingen, Stadt;59;13;6;9;31
08415058;Pfronstetten;1;0;0;-1;2
08415059;Pfullingen, Stadt;34;2;0;10;22
08415060;Pliezhausen;53;4;4;6;39
08415061;Reutlingen, Stadt;483;165;85;93;140
08415062;Riederich;0;0;-1;1;0
08415073;Trochtelfingen, Stadt;9;0;0;0;9
08415078;Bad Urach, Stadt;11;-2;1;2;10
08415080;Wannweil;4;1;1;1;1
08415085;Zwiefalten;4;0;0;-1;5
08415086;Gutsbezirk Münsingen;-;-;-;-;-
08415087;Walddorfhäslach;22;0;2;4;16
08415088;Römerstein;12;0;-1;4;9
08415089;Engstingen;8;0;2;1;5
08415090;Hohenstein;8;1;0;2;5
08415091;Sonnenbühl;12;0;2;1;9
08415092;Lichtenstein;17;0;3;3;11
08415093;St. Johann;20;0;1;1;18
08415971;Gutsbezirk Münsingen, gemeindefreies Gebiet;-;-;-;-;-
08416006;Bodelshausen;18;2;4;2;10
08416009;Dettenhausen;40;7;14;5;14
08416011;Dußlingen;33;4;6;16;7
08416015;Gomaringen;61;2;18;14;27
08416018;Hirrlingen;7;0;0;3;4
08416022;Kirchentellinsfurt;28;4;1;8;15
08416023;Kusterdingen;35;2;1;12;20
08416025;Mössingen, Stadt;95;9;19;21;46
08416026;Nehren;5;0;0;0;5
08416031;Ofterdingen;36;4;1;12;19
08416036;Rottenburg am Neckar, Stadt;162;30;33;28;71
08416041;Tübingen, Universitätsstadt;215;84;51;30;50
08416048;Ammerbuch;35;2;6;0;27
08416049;Neustetten;9;1;0;1;7
08416050;Starzach;6;0;-1;-1;8
08417002;Balingen, Stadt;117;10;27;35;45
08417008;Bisingen;34;1;5;6;22
08417010;Bitz;4;0;0;1;3
08417013;Burladingen, Stadt;10;1;0;-3;12
08417014;Dautmergen;0;0;0;0;0
08417015;Dormettingen;3;0;0;0;3
08417016;Dotternhausen;5;0;0;0;5
08417022;Geislingen, Stadt;17;0;0;1;16
08417023;Grosselfingen;5;0;0;1;4
08417025;Haigerloch, Stadt;33;1;7;10;15
08417029;Hausen am Tann;0;0;0;0;0
08417031;Hechingen, Stadt;51;3;8;7;33
08417036;Jungingen;1;0;0;0;1
08417044;Meßstetten, Stadt;16;0;0;0;16
08417045;Nusplingen;2;0;2;2;-2
08417047;Obernheim;7;1;3;0;3
08417051;Rangendingen;28;0;2;3;23
08417052;Ratshausen;0;0;0;0;0
08417054;Rosenfeld, Stadt;14;2;1;3;8
08417057;Schömberg, Stadt;12;2;0;3;7
08417063;Straßberg;8;2;0;0;6
08417071;Weilen unter den Rinnen;0;0;0;0;0
08417075;Winterlingen;11;1;0;1;9
08417078;Zimmern unter der Burg;0;0;0;0;0
08417079;Albstadt, Stadt;-4;-40;2;7;27
08421000;Ulm, Stadtkreis;669;151;169;141;208
08425002;Allmendingen;14;1;3;-1;11
08425004;Altheim;3;1;-2;2;2
08425005;Altheim (Alb);6;1;-1;0;6
08425008;Amstetten;17;1;10;4;2
08425011;Asselfingen;1;0;0;0;1
08425013;Ballendorf;0;0;0;0;0
08425014;Beimerstetten;8;1;1;0;6
08425017;Berghülen;5;0;1;0;4
08425019;Bernstadt;6;1;0;1;4
08425020;Blaubeuren, Stadt;27;5;6;2;14
08425022;Börslingen;1;0;0;0;1
08425024;Breitingen;1;0;0;0;1
08425028;Dietenheim, Stadt;77;25;15;10;27
08425031;Dornstadt;62;13;20;10;19
08425033;Ehingen (Donau), Stadt;164;34;53;23;54
08425035;Emeringen;3;0;2;0;1
08425036;Emerkingen;0;0;-1;1;0
08425039;Erbach, Stadt;34;6;5;1;22
08425050;Griesingen;2;0;-1;0;3
08425052;Grundsheim;0;0;0;0;0
08425055;Hausen am Bussen;1;0;0;0;1
08425062;Holzkirch;0;0;0;0;0
08425064;Hüttisheim;18;0;0;5;13
08425066;Illerrieden;5;0;1;0;4
08425071;Laichingen, Stadt;45;16;8;5;16
08425072;Langenau, Stadt;57;5;14;4;34
08425073;Lauterach;5;0;0;0;5
08425075;Lonsee;31;5;1;7;18
08425079;Merklingen;11;0;6;0;5
08425081;Munderkingen, Stadt;6;0;0;1;5
08425083;Neenstetten;5;0;2;1;2
08425084;Nellingen;8;0;0;0;8
08425085;Nerenstetten;3;0;0;0;3
08425088;Oberdischingen;10;0;6;3;1
08425090;Obermarchtal;6;1;2;0;3
08425091;Oberstadion;7;1;0;0;6
08425092;Öllingen;2;1;0;0;1
08425093;Öpfingen;4;2;0;0;2
08425097;Rammingen;5;0;0;0;5
08425098;Rechtenstein;0;0;0;0;0
08425104;Rottenacker;26;5;0;4;17
08425108;Schelklingen, Stadt;16;0;2;8;6
08425110;Schnürpflingen;16;1;1;3;11
08425112;Setzingen;3;0;0;1;2
08425123;Untermarchtal;0;0;0;0;0
08425124;Unterstadion;3;0;0;0;3
08425125;Unterwachingen;4;0;0;4;0
08425130;Weidenstetten;8;1;0;3;4
08425134;Westerheim;11;0;3;1;7
08425135;Westerstetten;8;0;0;2;6
08425137;Illerkirchberg;19;7;7;0;5
08425138;Staig;18;3;4;0;11
08425139;Heroldstatt;13;3;1;2;7
08425140;Balzheim;17;1;-1;3;14
08425141;Blaustein, Stadt;116;37;26;15;38
08426001;Achstetten;35;7;7;2;19
08426005;Alleshausen;3;0;0;1;2
08426006;Allmannsweiler;1;0;0;0;1
08426008;Altheim;5;1;2;1;1
08426011;Attenweiler;9;0;3;1;5
08426013;Bad Buchau, Stadt;6;0;0;-1;7
08426014;Bad Schussenried, Stadt;34;4;6;0;24
08426019;Berkheim;15;0;0;0;15
08426020;Betzenweiler;2;0;0;1;1
08426021;Biberach an der Riß, Stadt;299;172;65;31;31
08426028;Burgrieden;33;4;2;2;25
08426031;Dettingen an der Iller;19;2;1;0;16
08426035;Dürmentingen;13;2;2;1;8
08426036;Dürnau;0;0;0;0;0
08426038;Eberhardzell;32;3;1;3;25
08426043;Erlenmoos;6;0;3;0;3
08426044;Erolzheim;8;1;1;2;4
08426045;Ertingen;15;1;0;3;11
08426058;Hochdorf;14;0;5;0;9
08426062;Ingoldingen;17;2;2;1;12
08426064;Kanzach;1;0;0;0;1
08426065;Kirchberg an der Iller;5;0;0;0;5
08426066;Kirchdorf an der Iller;23;1;1;1;20
08426067;Langenenslingen;12;1;1;0;10
08426070;Laupheim, Stadt;221;49;31;41;100
08426071;Maselheim;16;0;8;2;6
08426073;Mietingen;28;7;2;2;17
08426074;Mittelbiberach;42;4;14;8;16
08426078;Moosburg;0;0;0;0;0
08426087;Ochsenhausen, Stadt;57;15;5;10;27
08426090;Oggelshausen;5;0;1;1;3
08426097;Riedlingen, Stadt;45;20;4;3;18
08426100;Rot an der Rot;13;2;0;0;11
08426108;Schwendi;27;2;4;5;16
08426109;Seekirch;0;0;0;0;0
08426113;Steinhausen an der Rottum;15;2;0;1;12
08426117;Tannheim;7;1;0;0;6
08426118;Tiefenbach;2;0;0;1;1
08426120;Ummendorf;4;4;-1;0;1
08426121;Unlingen;6;0;0;0;6
08426124;Uttenweiler;28;8;5;1;14
08426125;Wain;11;1;0;3;7
08426128;Warthausen;38;5;3;5;25
08426134;Schemmerhofen;30;6;2;5;17
08426135;Gutenzell-Hürbel;3;0;0;1;2
08435005;Bermatingen;15;3;1;-2;13
08435010;Daisendorf;2;0;0;0;2
08435013;Eriskirch;54;6;9;6;33
08435015;Frickingen;9;1;1;1;6
08435016;Friedrichshafen, Stadt;266;59;76;64;67
08435018;Hagnau am Bodensee;1;0;0;0;1
08435020;Heiligenberg;10;0;2;3;5
08435024;Immenstaad am Bodensee;37;9;12;11;5
08435029;Kressbronn am Bodensee;117;9;22;35;51
08435030;Langenargen;50;16;10;18;6
08435034;Markdorf, Stadt;80;7;25;20;28
08435035;Meckenbeuren;23;1;1;3;18
08435036;Meersburg, Stadt;5;1;0;2;2
08435042;Neukirch;6;1;0;2;3
08435045;Oberteuringen;40;9;6;7;18
08435047;Owingen;12;1;1;0;10
08435052;Salem;60;21;19;11;9
08435053;Sipplingen;11;2;1;4;4
08435054;Stetten;2;0;0;0;2
08435057;Tettnang, Stadt;122;34;25;14;49
08435059;Überlingen, Stadt;172;32;55;44;41
08435066;Uhldingen-Mühlhofen;50;8;10;11;21
08435067;Deggenhausertal;21;5;1;4;11
08436001;Achberg;2;0;0;0;2
08436003;Aichstetten;7;2;0;2;3
08436004;Aitrach;0;0;0;-1;1
08436005;Altshausen;3;0;1;0;2
08436006;Amtzell;28;7;2;7;12
08436008;Aulendorf, Stadt;24;5;4;1;14
08436009;Bad Waldsee, Stadt;72;10;9;11;42
08436010;Bad Wurzach, Stadt;62;18;12;10;22
08436011;Baienfurt;13;0;1;1;11
08436012;Baindt;10;1;0;0;9
08436013;Berg;7;0;-2;0;9
08436014;Bergatreute;15;2;1;0;12
08436018;Bodnegg;14;0;4;1;9
08436019;Boms;1;0;0;0;1
08436024;Ebenweiler;5;2;1;0;2
08436027;Eichstegen;2;0;0;0;2
08436032;Fleischwangen;3;1;0;0;2
08436039;Grünkraut;36;14;3;5;14
08436040;Guggenhausen;1;0;0;0;1
08436047;Hoßkirch;2;1;0;0;1
08436049;Isny im Allgäu, Stadt;20;5;2;3;10
08436052;Kißlegg;30;6;-2;14;12
08436053;Königseggwald;5;0;0;0;5
08436055;Leutkirch im Allgäu, Stadt;104;17;34;8;45
08436064;Ravensburg, Stadt;143;20;35;32;56
08436067;Riedhausen;0;0;0;0;0
08436069;Schlier;13;2;1;1;9
08436077;Unterwaldhausen;0;0;0;0;0
08436078;Vogt;2;0;0;0;2
08436079;Waldburg;7;0;0;4;3
08436081;Wangen im Allgäu, Stadt;34;4;6;0;24
08436082;Weingarten, Stadt;176;78;27;34;37
08436083;Wilhelmsdorf;5;1;1;0;3
08436085;Wolfegg;22;6;1;4;11
08436087;Wolpertswende;15;1;2;1;11
08436093;Ebersbach-Musbach;2;1;0;-1;2
08436094;Argenbühl;38;5;2;5;26
08436095;Horgenzell;29;4;4;7;14
08436096;Fronreute;32;7;2;5;18
08437005;Beuron;0;0;0;0;0
08437008;Bingen;4;0;0;3;1
08437031;Gammertingen, Stadt;39;25;6;1;7
08437044;Herbertingen;12;0;0;1;11
08437047;Hettingen, Stadt;1;0;0;0;1
08437053;Hohentengen;4;-1;0;1;4
08437056;Illmensee;13;2;2;3;6
08437059;Inzigkofen;13;0;3;1;9
08437065;Krauchenwies;14;2;1;2;9
08437072;Leibertingen;6;0;1;2;3
08437076;Mengen, Stadt;19;2;3;3;11
08437078;Meßkirch, Stadt;20;5;-1;6;10
08437082;Neufra;6;0;1;0;5
08437086;Ostrach;16;0;4;-1;13
08437088;Pfullendorf, Stadt;99;9;18;27;45
08437100;Bad Saulgau, Stadt;43;3;2;10;28
08437101;Scheer, Stadt;0;0;0;0;0
08437102;Schwenningen;8;2;0;0;6
08437104;Sigmaringen, Stadt;48;6;13;7;22
08437105;Sigmaringendorf;14;3;2;-1;10
08437107;Stetten am kalten Markt;10;1;1;2;6
08437114;Veringenstadt, Stadt;1;0;0;-1;2
08437118;Wald;15;2;2;3;8
08437123;Sauldorf;7;0;0;1;6
08437124;Herdwangen-Schönach;31;-1;11;1;20
09161000;Ingolstadt;1208;646;201;106;255
09162000;München, Landeshauptstadt;6403;2607;1670;1215;911
09163000;Rosenheim;267;88;54;67;58
09171111;Altötting, St;28;4;5;-2;21
09171112;Burghausen, St;142;21;43;35;43
09171113;Burgkirchen a.d.Alz;20;0;0;4;16
09171114;Emmerting;9;0;0;1;8
09171115;Erlbach;0;0;0;0;0
09171116;Feichten a.d.Alz;1;0;0;-1;2
09171117;Garching a.d.Alz;10;1;0;1;8
09171118;Haiming;3;0;0;0;3
09171119;Halsbach;3;0;0;0;3
09171121;Kastl;23;2;5;6;10
09171122;Kirchweidach;19;0;0;7;12
09171123;Marktl, M;7;0;0;5;2
09171124;Mehring;15;0;0;6;9
09171125;Neuötting, St;7;0;0;5;2
09171126;Perach;2;0;0;1;1
09171127;Pleiskirchen;20;5;3;0;12
