GENESIS-Tabelle: 46241-01-03-5-B
Straßenverkehrsunfälle, verunglückte Personen;;;;;;;
- Jahressumme - regionale Ebenen;;;;;;;
Statistik der Straßenverkehrsunfälle;;;;;;;
2015;;;;;;;
;;Unfälle (insgesamt);Unfälle mit Personenschaden;Schwerwiegende Unfälle mit Sachschaden i. e. S.;Sons.Sachschadensunf.unter d.Einfl.berausch.Mittel;Getötete Personen;Verletzte Personen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
08118081;Remseck am Neckar, Stadt;89;73;14;2;0;86
08119001;Alfdorf;18;12;6;0;0;30
08119003;Allmersbach im Tal;10;5;5;0;0;6
08119004;Althütte;16;12;4;0;0;16
08119006;Auenwald;11;5;6;0;0;7
08119008;Backnang, Stadt;174;120;42;12;0;151
08119018;Burgstetten;8;4;4;0;0;4
08119020;Fellbach, Stadt;277;198;73;6;0;256
08119024;Großerlach;12;9;3;0;0;11
08119037;Kaisersbach;8;8;0;0;0;9
08119038;Kirchberg an der Murr;13;10;3;0;0;13
08119041;Korb;34;23;9;2;0;27
08119042;Leutenbach;35;24;10;1;0;26
08119044;Murrhardt, Stadt;39;27;11;1;0;36
08119053;Oppenweiler;13;9;4;0;0;14
08119055;Plüderhausen;25;21;3;1;0;24
08119061;Rudersberg;40;27;11;2;0;32
08119067;Schorndorf, Stadt;203;141;58;4;1;158
08119068;Schwaikheim;27;20;6;1;0;26
08119069;Spiegelberg;9;5;4;0;0;5
08119075;Sulzbach an der Murr;38;27;9;2;0;35
08119076;Urbach;28;17;8;3;0;31
08119079;Waiblingen, Stadt;214;152;55;7;1;202
08119083;Weissach im Tal;19;12;6;1;0;12
08119084;Welzheim, Stadt;40;26;11;3;0;38
08119085;Winnenden, Stadt;84;58;23;3;0;67
08119086;Winterbach;24;17;7;0;0;21
08119087;Aspach;21;13;6;2;0;18
08119089;Berglen;26;19;5;2;1;26
08119090;Remshalden;36;24;11;1;0;34
08119091;Weinstadt, Stadt;83;61;19;3;2;73
08119093;Kernen im Remstal;39;27;10;2;0;30
08121000;Heilbronn, Stadtkreis;743;506;205;32;2;662
08125001;Abstatt;20;15;5;0;0;18
08125005;Bad Friedrichshall, Stadt;69;48;18;3;0;63
08125006;Bad Rappenau, Stadt;88;44;42;2;4;73
08125007;Bad Wimpfen, Stadt;25;19;6;0;0;28
08125008;Beilstein, Stadt;26;21;5;0;0;37
08125013;Brackenheim, Stadt;64;30;32;2;1;39
08125017;Cleebronn;15;7;7;1;0;8
08125021;Eberstadt;14;7;7;0;0;7
08125024;Ellhofen;19;8;11;0;1;12
08125026;Eppingen, Stadt;95;62;28;5;2;79
08125027;Erlenbach;39;31;8;0;0;54
08125030;Flein;13;8;5;0;1;8
08125034;Gemmingen;21;13;8;0;0;16
08125038;Güglingen, Stadt;27;18;8;1;0;23
08125039;Gundelsheim, Stadt;32;20;10;2;0;31
08125046;Ilsfeld;58;33;23;2;1;48
08125047;Ittlingen;6;2;3;1;0;3
08125048;Jagsthausen;8;5;3;0;0;5
08125049;Kirchardt;14;7;6;1;1;7
08125056;Lauffen am Neckar, Stadt;40;24;16;0;0;28
08125057;Lehrensteinsfeld;12;9;3;0;0;11
08125058;Leingarten;39;23;16;0;0;30
08125059;Löwenstein, Stadt;27;24;3;0;2;28
08125061;Massenbachhausen;8;6;2;0;0;9
08125063;Möckmühl, Stadt;28;16;10;2;0;30
08125065;Neckarsulm, Stadt;205;131;63;11;2;160
08125066;Neckarwestheim;16;13;3;0;0;23
08125068;Neudenau, Stadt;13;8;4;1;0;10
08125069;Neuenstadt am Kocher, Stadt;40;22;18;0;1;29
08125074;Nordheim;20;15;5;0;0;17
08125078;Oedheim;14;6;7;1;0;6
08125079;Offenau;7;6;1;0;0;6
08125081;Pfaffenhofen;1;0;0;1;0;0
08125084;Roigheim;2;1;0;1;0;4
08125086;Schwaigern, Stadt;41;25;15;1;2;30
08125087;Siegelsbach;8;6;2;0;0;7
08125094;Talheim;23;13;10;0;0;21
08125096;Untereisesheim;8;5;3;0;0;5
08125098;Untergruppenbach;42;26;15;1;0;39
08125102;Weinsberg, Stadt;94;58;32;4;1;80
08125103;Widdern, Stadt;16;10;6;0;1;13
08125107;Wüstenrot;26;18;7;1;0;19
08125108;Zaberfeld;13;7;6;0;0;10
08125110;Obersulm;30;21;9;0;0;28
08125111;Hardthausen am Kocher;22;13;7;2;0;17
08125113;Langenbrettach;9;5;4;0;0;7
08126011;Bretzfeld;83;55;25;3;0;79
08126020;Dörzbach;10;8;2;0;1;8
08126028;Forchtenberg, Stadt;17;13;2;2;0;16
08126039;Ingelfingen, Stadt;30;20;9;1;0;23
08126045;Krautheim, Stadt;16;11;4;1;0;16
08126046;Künzelsau, Stadt;49;31;15;3;1;39
08126047;Kupferzell;42;34;8;0;2;42
08126056;Mulfingen;17;16;1;0;0;20
08126058;Neuenstein, Stadt;43;31;11;1;0;43
08126060;Niedernhall, Stadt;9;9;0;0;0;11
08126066;Öhringen, Stadt;123;74;45;4;1;105
08126069;Pfedelbach;19;11;8;0;0;13
08126072;Schöntal;23;16;7;0;1;17
08126085;Waldenburg, Stadt;14;9;4;1;1;12
08126086;Weißbach;2;2;0;0;0;3
08126094;Zweiflingen;9;3;6;0;0;3
08127008;Blaufelden;22;15;6;1;0;20
08127009;Braunsbach;18;10;8;0;0;13
08127012;Bühlertann;8;6;2;0;0;7
08127013;Bühlerzell;2;2;0;0;0;2
08127014;Crailsheim, Stadt;190;136;49;5;2;153
08127023;Fichtenberg;11;5;6;0;0;7
08127025;Gaildorf, Stadt;47;34;13;0;1;44
08127032;Gerabronn, Stadt;13;10;2;1;0;10
08127043;Ilshofen, Stadt;42;30;11;1;3;46
08127046;Kirchberg an der Jagst, Stadt;14;8;6;0;0;9
08127047;Langenburg, Stadt;8;5;2;1;0;8
08127052;Mainhardt;26;17;9;0;0;25
08127056;Michelbach an der Bilz;5;3;1;1;0;4
08127059;Michelfeld;25;16;9;0;0;17
08127062;Oberrot;8;6;2;0;0;7
08127063;Obersontheim;16;10;5;1;2;13
08127071;Rot am See;21;15;4;2;1;20
08127073;Satteldorf;43;21;20;2;1;30
08127075;Schrozberg, Stadt;15;8;6;1;0;11
08127076;Schwäbisch Hall, Stadt;177;130;42;5;1;179
08127079;Sulzbach-Laufen;5;5;0;0;0;8
08127086;Untermünkheim;24;16;7;1;0;20
08127089;Vellberg, Stadt;15;11;4;0;0;17
08127091;Wallhausen;12;7;5;0;0;8
08127099;Wolpertshausen;27;18;9;0;1;20
08127100;Rosengarten;19;14;5;0;0;19
08127101;Kreßberg;18;12;5;1;0;17
08127102;Fichtenau;21;11;9;1;1;14
08127103;Frankenhardt;24;13;9;2;0;16
08127104;Stimpfach;9;7;2;0;0;8
08128006;Assamstadt;3;2;1;0;0;3
08128007;Bad Mergentheim, Stadt;126;105;19;2;2;136
08128014;Boxberg, Stadt;42;23;18;1;1;35
08128020;Creglingen, Stadt;25;19;6;0;0;26
08128039;Freudenberg, Stadt;8;7;1;0;3;6
08128045;Großrinderfeld;23;16;6;1;0;20
08128047;Grünsfeld, Stadt;11;9;2;0;0;9
08128058;Igersheim;27;19;5;3;0;27
08128061;Königheim;1;1;0;0;0;1
08128064;Külsheim, Stadt;28;23;5;0;1;31
08128082;Niederstetten, Stadt;12;6;6;0;1;10
08128115;Tauberbischofsheim, Stadt;90;62;28;0;1;76
08128126;Weikersheim, Stadt;21;17;4;0;2;19
08128128;Werbach;12;8;4;0;0;10
08128131;Wertheim, Stadt;126;96;23;7;1;124
08128137;Wittighausen;5;4;1;0;0;4
08128138;Ahorn;22;19;3;0;0;29
08128139;Lauda-Königshofen, Stadt;81;55;22;4;0;75
08135010;Dischingen;17;13;3;1;1;14
08135015;Gerstetten;35;28;7;0;0;38
08135016;Giengen an der Brenz, Stadt;105;76;26;3;0;102
08135019;Heidenheim an der Brenz, Stadt;283;184;84;15;2;260
08135020;Herbrechtingen, Stadt;62;45;16;1;0;61
08135021;Hermaringen;9;9;0;0;0;13
08135025;Königsbronn;19;11;6;2;0;15
08135026;Nattheim;47;29;16;2;1;38
08135027;Niederstotzingen, Stadt;13;9;4;0;0;15
08135031;Sontheim an der Brenz;18;12;6;0;0;20
08135032;Steinheim am Albuch;37;24;12;1;0;29
08136002;Abtsgmünd;33;28;5;0;3;29
08136003;Adelmannsfelden;2;2;0;0;0;2
08136007;Bartholomä;2;2;0;0;0;2
08136009;Böbingen an der Rems;21;15;6;0;0;20
08136010;Bopfingen, Stadt;49;34;14;1;0;45
08136015;Durlangen;5;5;0;0;0;5
08136018;Ellenberg;6;2;4;0;0;4
08136019;Ellwangen (Jagst), Stadt;136;91;36;9;2;122
08136020;Eschach;4;3;0;1;0;4
08136021;Essingen;36;29;7;0;1;43
08136024;Göggingen;8;7;1;0;0;9
08136027;Gschwend;27;16;10;1;1;16
08136028;Heubach, Stadt;30;19;10;1;1;25
08136029;Heuchlingen;8;4;3;1;0;8
08136033;Hüttlingen;25;22;3;0;4;24
08136034;Iggingen;10;9;1;0;1;11
08136035;Jagstzell;11;7;4;0;0;9
08136037;Kirchheim am Ries;6;2;4;0;0;3
08136038;Lauchheim, Stadt;12;8;4;0;0;9
08136040;Leinzell;6;6;0;0;0;9
08136042;Lorch, Stadt;52;29;20;3;2;43
08136043;Mögglingen;15;11;3;1;0;18
08136044;Mutlangen;24;17;7;0;0;22
08136045;Neresheim, Stadt;34;24;10;0;4;29
08136046;Neuler;14;12;1;1;1;13
08136049;Obergröningen;3;1;2;0;0;1
08136050;Oberkochen, Stadt;26;16;7;3;0;23
08136060;Rosenberg;11;7;4;0;0;8
08136061;Ruppertshofen;2;0;2;0;0;0
08136062;Schechingen;5;4;0;1;0;4
08136065;Schwäbisch Gmünd, Stadt;250;174;61;15;3;223
08136066;Spraitbach;8;5;1;2;0;8
08136068;Stödtlen;5;3;2;0;0;6
08136070;Täferrot;6;5;1;0;0;7
08136071;Tannhausen;2;2;0;0;0;2
08136075;Unterschneidheim;10;9;1;0;0;10
08136079;Waldstetten;12;10;2;0;0;10
08136082;Westhausen;46;38;5;3;0;66
08136084;Wört;5;4;1;0;0;5
08136087;Riesbürg;7;4;3;0;0;4
08136088;Aalen, Stadt;287;204;70;13;4;268
08136089;Rainau;7;6;1;0;1;5
08211000;Baden-Baden, Stadtkreis;304;220;79;5;3;283
08212000;Karlsruhe, Stadtkreis;1778;1350;376;52;7;1648
08215007;Bretten, Stadt;138;102;33;3;2;134
08215009;Bruchsal, Stadt;261;187;63;11;1;252
08215017;Ettlingen, Stadt;228;157;63;8;0;201
08215021;Forst;46;38;7;1;0;57
08215025;Gondelsheim;9;7;0;2;0;7
08215029;Hambrücken;17;12;4;1;0;20
08215039;Kronau;32;23;9;0;0;38
08215040;Kürnbach;2;2;0;0;0;3
08215046;Malsch;88;62;22;4;0;99
08215047;Marxzell;19;15;4;0;0;16
08215059;Oberderdingen;43;30;11;2;0;40
08215064;Östringen, Stadt;38;26;11;1;0;33
08215066;Philippsburg, Stadt;55;37;13;5;3;46
08215082;Sulzfeld;11;8;2;1;0;10
08215084;Ubstadt-Weiher;44;34;8;2;2;48
08215089;Walzbachtal;23;10;10;3;1;10
08215090;Weingarten (Baden);64;51;11;2;1;66
08215094;Zaisenhausen;7;4;3;0;0;4
08215096;Karlsbad;66;45;20;1;3;66
08215097;Kraichtal, Stadt;46;35;11;0;1;44
08215099;Graben-Neudorf;63;50;9;4;1;71
08215100;Bad Schönborn;53;40;9;4;1;40
08215101;Pfinztal;45;37;7;1;0;46
08215102;Eggenstein-Leopoldshafen;71;48;20;3;1;59
08215103;Karlsdorf-Neuthard;74;53;20;1;0;78
08215105;Linkenheim-Hochstetten;39;27;11;1;0;33
08215106;Waghäusel, Stadt;79;55;20;4;2;61
08215107;Oberhausen-Rheinhausen;24;13;9;2;0;16
08215108;Rheinstetten, Stadt;77;55;21;1;0;74
08215109;Stutensee, Stadt;63;40;20;3;2;45
08215110;Waldbronn;36;26;10;0;0;34
08215111;Dettenheim;13;8;4;1;0;16
08216002;Au am Rhein;9;6;3;0;0;7
08216005;Bietigheim;41;27;11;3;1;37
08216006;Bischweier;10;8;1;1;0;11
08216007;Bühl, Stadt;150;117;30;3;2;129
08216008;Bühlertal;20;12;6;2;1;15
08216009;Durmersheim;44;33;9;2;0;44
08216012;Elchesheim-Illingen;3;3;0;0;0;3
08216013;Forbach;23;21;2;0;2;22
08216015;Gaggenau, Stadt;103;78;19;6;0;101
08216017;Gernsbach, Stadt;46;41;5;0;1;54
08216022;Hügelsheim;10;7;1;2;0;9
08216023;Iffezheim;23;19;4;0;0;34
08216024;Kuppenheim, Stadt;40;30;10;0;1;43
08216028;Lichtenau, Stadt;18;15;3;0;1;15
08216029;Loffenau;5;5;0;0;0;7
08216033;Muggensturm;23;14;7;2;0;18
08216039;Ötigheim;28;20;7;1;0;27
08216041;Ottersweier;39;29;9;1;1;37
08216043;Rastatt, Stadt;279;199;64;16;2;275
08216049;Sinzheim;46;30;14;2;0;42
08216052;Steinmauern;4;3;1;0;0;4
08216059;Weisenbach;5;5;0;0;0;9
08216063;Rheinmünster;26;22;4;0;0;29
08221000;Heidelberg, Stadtkreis;815;654;140;21;1;803
08222000;Mannheim, Stadtkreis;1658;1202;397;59;11;1540
08225001;Adelsheim, Stadt;20;9;10;1;0;13
08225002;Aglasterhausen;12;6;5;1;0;10
08225009;Billigheim;13;8;4;1;0;9
08225010;Binau;1;1;0;0;0;1
08225014;Buchen (Odenwald), Stadt;90;68;17;5;0;92
08225024;Fahrenbach;8;7;1;0;0;9
08225032;Hardheim;23;20;2;1;0;24
08225033;Haßmersheim;10;5;3;2;0;9
08225039;Höpfingen;7;5;2;0;0;5
08225042;Hüffenhardt;8;7;0;1;0;8
08225052;Limbach;12;9;2;1;0;9
08225058;Mosbach, Stadt;110;76;28;6;0;95
08225060;Mudau;15;14;1;0;0;24
08225064;Neckargerach;4;4;0;0;0;5
08225067;Neckarzimmern;7;4;3;0;0;6
08225068;Neunkirchen;1;1;0;0;0;1
08225074;Obrigheim;24;20;3;1;1;28
08225075;Osterburken, Stadt;23;17;5;1;0;21
08225082;Rosenberg;7;6;1;0;0;7
08225091;Seckach;12;9;2;1;0;14
08225109;Walldürn, Stadt;34;24;8;2;1;35
08225113;Zwingenberg;2;1;0;1;0;1
08225114;Ravenstein, Stadt;23;9;13;1;0;17
08225115;Schefflenz;10;6;4;0;0;7
08225116;Schwarzach;4;3;1;0;0;3
08225117;Elztal;35;29;6;0;1;47
08225118;Waldbrunn;8;7;1;0;0;8
08226003;Altlußheim;38;28;7;3;1;48
08226006;Bammental;22;16;4;2;0;21
08226009;Brühl;31;23;6;2;0;27
08226010;Dielheim;49;33;16;0;0;63
08226012;Dossenheim;35;22;12;1;0;29
08226013;Eberbach, Stadt;50;37;13;0;2;47
08226017;Epfenbach;5;2;3;0;0;3
08226018;Eppelheim, Stadt;57;39;16;2;0;50
08226020;Eschelbronn;10;8;2;0;0;11
08226022;Gaiberg;12;9;2;1;0;11
08226027;Heddesbach;1;1;0;0;0;1
08226028;Heddesheim;25;18;7;0;2;21
08226029;Heiligkreuzsteinach;7;5;2;0;0;5
08226031;Hemsbach, Stadt;33;22;10;1;0;27
08226032;Hockenheim, Stadt;97;67;29;1;1;88
08226036;Ilvesheim;13;12;1;0;0;12
08226037;Ketsch;63;45;15;3;0;60
08226038;Ladenburg, Stadt;52;37;13;2;1;44
08226040;Laudenbach;6;4;2;0;0;4
08226041;Leimen, Stadt;77;58;16;3;1;63
08226046;Malsch;10;7;3;0;0;7
08226048;Mauer;7;5;2;0;0;5
08226049;Meckesheim;19;9;10;0;0;12
08226054;Mühlhausen;20;9;10;1;0;9
08226055;Neckarbischofsheim, Stadt;11;8;2;1;0;12
08226056;Neckargemünd, Stadt;34;25;7;2;0;31
08226058;Neidenstein;4;3;0;1;1;3
08226059;Neulußheim;19;11;7;1;0;17
08226060;Nußloch;27;19;7;1;0;28
08226062;Oftersheim;27;20;5;2;0;25
08226063;Plankstadt;29;19;8;2;0;27
08226065;Rauenberg, Stadt;26;12;13;1;0;17
08226066;Reichartshausen;2;0;2;0;0;0
08226068;Reilingen;38;28;9;1;0;40
08226076;Sandhausen;52;39;11;2;0;54
08226080;Schönau, Stadt;6;6;0;0;0;6
08226081;Schönbrunn;15;10;5;0;0;11
08226082;Schriesheim, Stadt;69;44;22;3;1;56
08226084;Schwetzingen, Stadt;157;110;44;3;0;140
08226085;Sinsheim, Stadt;267;175;84;8;3;261
08226086;Spechbach;2;2;0;0;0;2
08226091;Waibstadt, Stadt;18;11;7;0;0;18
08226095;Walldorf, Stadt;99;66;30;3;0;97
08226096;Weinheim, Stadt;192;137;41;14;0;177
08226097;Wiesenbach;8;6;2;0;0;8
08226098;Wiesloch, Stadt;126;91;31;4;0;121
08226099;Wilhelmsfeld;3;1;2;0;0;1
08226101;Zuzenhausen;7;3;4;0;0;4
08226102;Angelbachtal;18;15;3;0;0;17
08226103;St. Leon-Rot;121;80;41;0;0;136
08226104;Lobbach;8;4;2;2;0;5
08226105;Edingen-Neckarhausen;47;35;12;0;0;42
08226106;Helmstadt-Bargen;12;10;2;0;1;20
08226107;Hirschberg an der Bergstraße;52;38;12;2;1;41
08231000;Pforzheim, Stadtkreis;822;569;221;32;3;799
08235006;Altensteig, Stadt;41;30;9;2;0;44
08235007;Althengstett;37;25;11;1;0;34
08235008;Bad Liebenzell, Stadt;24;16;8;0;0;21
08235018;Dobel;6;6;0;0;1;8
08235020;Ebhausen;19;14;3;2;0;16
08235022;Egenhausen;11;8;3;0;1;11
08235025;Enzklösterle;6;5;1;0;0;5
08235029;Gechingen;15;10;3;2;0;11
08235032;Haiterbach, Stadt;17;12;5;0;0;19
08235033;Bad Herrenalb, Stadt;21;16;5;0;0;19
08235035;Höfen an der Enz;6;6;0;0;0;8
08235046;Nagold, Stadt;84;55;26;3;1;73
08235047;Neubulach, Stadt;19;11;7;1;1;11
08235050;Neuweiler;11;8;3;0;0;11
08235055;Oberreichenbach;20;17;3;0;1;24
08235057;Ostelsheim;3;3;0;0;0;3
08235060;Rohrdorf;6;3;3;0;1;4
08235065;Schömberg;28;21;7;0;0;23
08235066;Simmersfeld;6;4;2;0;0;6
08235067;Simmozheim;6;3;3;0;0;5
08235073;Unterreichenbach;7;4;2;1;0;6
08235079;Bad Wildbad, Stadt;50;38;10;2;0;48
08235080;Wildberg, Stadt;43;30;11;2;2;31
08235084;Bad Teinach-Zavelstein, Stadt;10;10;0;0;0;13
08235085;Calw, Stadt;111;90;17;4;0;113
08236004;Birkenfeld;24;16;8;0;0;18
08236011;Eisingen;7;6;0;1;0;7
08236013;Engelsbrand;12;8;3;1;0;15
08236019;Friolzheim;24;16;7;1;1;21
08236025;Heimsheim, Stadt;30;23;6;1;1;29
08236028;Illingen;33;24;6;3;0;29
08236030;Ispringen;4;2;2;0;0;2
08236031;Kieselbronn;7;5;2;0;0;6
08236033;Knittlingen, Stadt;31;24;6;1;1;29
08236038;Maulbronn, Stadt;16;11;4;1;0;16
08236039;Mönsheim;12;10;2;0;0;11
08236040;Mühlacker, Stadt;97;75;22;0;2;94
08236043;Neuenbürg, Stadt;29;16;12;1;0;17
08236044;Neuhausen;12;10;2;0;0;11
08236046;Niefern-Öschelbronn;118;85;32;1;0;146
08236050;Ötisheim;14;9;3;2;0;9
08236061;Sternenfels;6;5;1;0;0;7
08236062;Tiefenbronn;13;12;1;0;0;17
08236065;Wiernsheim;17;14;2;1;0;14
08236067;Wimsheim;8;6;2;0;0;7
08236068;Wurmberg;11;5;5;1;0;5
08236070;Keltern;26;17;9;0;0;24
08236071;Remchingen;109;71;38;0;0;117
08236072;Straubenhardt;32;22;8;2;0;23
08236073;Neulingen;34;24;10;0;0;38
08236074;Kämpfelbach;26;16;8;2;1;24
08236075;Ölbronn-Dürrn;14;8;5;1;0;12
08236076;Königsbach-Stein;37;29;7;1;0;36
08237002;Alpirsbach, Stadt;17;15;1;1;1;15
08237004;Baiersbronn;58;36;21;1;2;45
08237008;Betzweiler-Wälde;-;-;-;-;-;-
08237019;Dornstetten, Stadt;46;24;20;2;0;32
08237024;Empfingen;26;17;9;0;1;39
08237027;Eutingen im Gäu;30;20;9;1;1;33
08237028;Freudenstadt, Stadt;102;63;35;4;1;82
08237030;Glatten;9;7;2;0;0;7
08237032;Grömbach;0;0;0;0;0;0
08237040;Horb am Neckar, Stadt;108;72;33;3;0;112
08237045;Loßburg;33;28;5;0;1;35
08237054;Pfalzgrafenweiler;23;17;6;0;0;32
08237061;Schopfloch;10;5;5;0;1;4
08237072;Wörnersberg;0;0;0;0;0;0
08237073;Seewald;17;13;4;0;0;15
08237074;Waldachtal;14;11;2;1;0;19
08237075;Bad Rippoldsau-Schapbach;10;8;2;0;0;9
08311000;Freiburg im Breisgau, Stadtkreis;1267;1071;164;32;7;1277
08315003;Au;5;5;0;0;0;5
08315004;Auggen;17;12;4;1;0;14
08315006;Bad Krozingen, Stadt;100;67;30;3;0;90
08315007;Badenweiler;13;9;4;0;0;9
08315008;Ballrechten-Dottingen;6;5;1;0;0;5
08315013;Bötzingen;25;22;3;0;0;27
08315014;Bollschweil;5;2;3;0;0;3
08315015;Breisach am Rhein, Stadt;62;42;17;3;0;63
08315016;Breitnau;31;21;9;1;0;34
08315020;Buchenbach;17;12;4;1;1;12
08315022;Buggingen;8;3;4;1;0;3
08315028;Ebringen;2;0;2;0;0;0
08315030;Eichstetten am Kaiserstuhl;9;6;2;1;1;8
08315031;Eisenbach (Hochschwarzwald);9;8;1;0;0;8
08315033;Eschbach;9;5;4;0;0;5
08315037;Feldberg (Schwarzwald);19;15;4;0;0;17
08315039;Friedenweiler;14;8;4;2;1;11
08315041;Glottertal;12;11;1;0;0;13
08315043;Gottenheim;21;18;2;1;0;25
08315047;Gundelfingen;42;35;5;2;0;50
08315048;Hartheim am Rhein;26;15;9;2;0;16
08315050;Heitersheim, Stadt;26;21;5;0;0;25
08315051;Heuweiler;4;3;1;0;0;3
08315052;Hinterzarten;15;13;2;0;0;22
08315056;Horben;7;6;1;0;0;6
08315059;Ihringen;13;11;1;1;0;15
08315064;Kirchzarten;37;27;9;1;3;31
08315068;Lenzkirch;23;17;6;0;0;25
08315070;Löffingen, Stadt;25;15;8;2;0;23
08315072;Merdingen;10;8;2;0;0;13
08315073;Merzhausen;9;9;0;0;0;15
08315074;Müllheim, Stadt;93;64;29;0;1;73
08315076;Neuenburg am Rhein, Stadt;83;57;23;3;7;77
08315084;Oberried;14;10;4;0;0;12
08315089;Pfaffenweiler;9;8;1;0;0;12
08315094;St. Märgen;12;9;3;0;0;13
08315095;St. Peter;12;10;2;0;0;11
08315098;Schallstadt;40;29;11;0;0;35
08315102;Schluchsee;16;11;5;0;0;12
08315107;Sölden;3;2;1;0;0;3
08315108;Staufen im Breisgau, Stadt;28;21;6;1;2;30
08315109;Stegen;9;8;1;0;0;10
08315111;Sulzburg, Stadt;4;3;1;0;0;5
08315113;Titisee-Neustadt, Stadt;71;49;19;3;0;72
08315115;Umkirch;22;17;4;1;0;21
08315125;Wittnau;2;1;1;0;0;1
08315130;Münstertal/Schwarzwald;20;16;3;1;0;18
08315131;Ehrenkirchen;27;21;6;0;1;30
08315132;March;39;31;4;4;0;38
08315133;Vogtsburg im Kaiserstuhl, Stadt;25;17;7;1;0;24
08316002;Bahlingen am Kaiserstuhl;17;11;5;1;0;12
08316003;Biederbach;11;5;6;0;0;6
08316009;Denzlingen;53;41;11;1;1;60
08316010;Elzach, Stadt;23;21;2;0;1;29
08316011;Emmendingen, Stadt;124;105;14;5;0;120
08316012;Endingen am Kaiserstuhl, Stadt;38;27;9;2;1;31
08316013;Forchheim;2;2;0;0;0;2
08316014;Gutach im Breisgau;11;10;1;0;0;10
08316017;Herbolzheim, Stadt;75;60;15;0;1;85
08316020;Kenzingen, Stadt;36;26;8;2;0;38
08316024;Malterdingen;9;5;4;0;0;6
08316036;Reute;12;10;1;1;0;15
08316037;Riegel am Kaiserstuhl;50;38;11;1;2;68
08316038;Sasbach am Kaiserstuhl;15;12;3;0;1;13
08316039;Sexau;20;17;2;1;0;19
08316042;Simonswald;9;4;5;0;0;4
08316043;Teningen;57;45;9;3;0;59
08316045;Vörstetten;15;14;1;0;0;22
08316049;Weisweil;7;5;2;0;0;6
08316051;Wyhl am Kaiserstuhl;10;3;6;1;0;4
08316053;Rheinhausen;8;7;1;0;0;10
08316054;Freiamt;14;11;3;0;0;11
08316055;Winden im Elztal;13;11;2;0;0;12
08316056;Waldkirch, Stadt;95;74;16;5;0;87
08317001;Achern, Stadt;197;154;36;7;4;187
08317005;Appenweier;58;41;16;1;1;50
08317008;Bad Peterstal-Griesbach;9;6;2;1;0;7
08317009;Berghaupten;7;6;1;0;0;8
08317011;Biberach;17;13;4;0;0;20
08317021;Durbach;8;4;2;2;0;5
08317026;Ettenheim, Stadt;59;44;13;2;2;54
08317029;Fischerbach;3;2;1;0;0;3
08317031;Friesenheim;62;41;18;3;0;51
08317034;Gengenbach, Stadt;53;43;9;1;2;45
08317039;Gutach (Schwarzwaldbahn);24;17;6;1;0;24
08317040;Haslach im Kinzigtal, Stadt;45;35;10;0;0;67
08317041;Hausach, Stadt;24;22;2;0;0;29
08317046;Hofstetten;2;2;0;0;0;2
08317047;Hohberg;30;20;8;2;1;36
08317051;Hornberg, Stadt;19;12;7;0;0;16
08317056;Kappelrodeck;18;13;5;0;1;14
08317057;Kehl, Stadt;240;174;51;15;0;221
08317059;Kippenheim;34;27;7;0;0;35
08317065;Lahr/Schwarzwald, Stadt;274;214;42;18;2;257
08317067;Lautenbach;10;6;4;0;0;8
08317068;Lauf;2;1;1;0;0;1
08317073;Mahlberg, Stadt;40;30;8;2;0;63
08317075;Meißenheim;28;19;9;0;0;27
08317078;Mühlenbach;6;4;1;1;0;6
08317085;Nordrach;3;3;0;0;0;3
08317088;Oberharmersbach;8;6;2;0;0;7
08317089;Oberkirch, Stadt;92;74;17;1;0;93
08317093;Oberwolfach;6;6;0;0;0;6
08317096;Offenburg, Stadt;444;354;78;12;5;462
08317097;Ohlsbach;9;7;2;0;0;9
08317098;Oppenau, Stadt;23;18;5;0;1;18
08317100;Ortenberg;14;7;7;0;0;11
08317102;Ottenhöfen im Schwarzwald;7;6;1;0;2;10
08317110;Renchen, Stadt;41;30;9;2;0;37
08317113;Ringsheim;43;26;16;1;1;50
08317114;Rust;14;10;3;1;0;12
08317116;Sasbach;19;14;5;0;0;15
08317118;Sasbachwalden;14;11;3;0;0;12
08317121;Schuttertal;14;11;3;0;1;12
08317122;Schutterwald;24;17;7;0;0;34
08317126;Seebach;16;13;3;0;0;19
08317127;Seelbach;23;16;7;0;1;17
08317129;Steinach;15;9;5;1;0;12
08317141;Willstätt;44;31;11;2;4;51
08317145;Wolfach, Stadt;12;4;6;2;0;4
08317146;Zell am Harmersbach, Stadt;23;16;5;2;0;22
08317150;Schwanau;32;23;8;1;0;31
08317151;Neuried;53;38;14;1;2;43
08317152;Kappel-Grafenhausen;24;11;10;3;1;10
08317153;Rheinau, Stadt;57;46;8;3;1;56
08317971;Rheinau, gemeindefreies Gebiet;-;-;-;-;-;-
08325001;Aichhalden;12;9;2;1;0;11
08325009;Bösingen;13;9;4;0;1;13
08325011;Dietingen;31;16;14;1;0;22
08325012;Dornhan, Stadt;18;11;7;0;0;13
08325014;Dunningen;25;17;8;0;1;27
08325015;Epfendorf;23;14;9;0;0;18
08325024;Hardt;9;6;3;0;1;7
08325036;Lauterbach;10;5;5;0;0;5
08325045;Oberndorf am Neckar, Stadt;66;34;28;4;0;46
08325049;Rottweil, Stadt;119;82;33;4;3;98
08325050;Schenkenzell;8;5;3;0;0;5
