GENESIS-Tabelle: 42111-01-04-5-B
Verarbeitendes Gewerbe, Bergbau und Gewinnung von Steinen;;;;;
und Erden: Betriebe, Beschäftigte - Stichtag: 30.09. -;;;;;
regionale Ebenen;;;;;
Verarbeitendes Gewerbe - Jahre ab 2009 mit WZ2008;;;;;
;;;Betriebe;Beschäftigte;Bruttoentgelte
;;;Anzahl;Anzahl;Tsd. EUR
30.09.2012;03357406028;Horstedt, Kr Rotenburg;0;0;0
30.09.2012;03357406037;Reeßum;0;0;0
30.09.2012;03357406045;Sottrum;3;145;2620
30.09.2012;03357407;Tarmstedt, Samtgemeinde;0;0;0
30.09.2012;03357407007;Breddorf;0;0;0
30.09.2012;03357407010;Bülstedt;0;0;0
30.09.2012;03357407026;Hepstedt;0;0;0
30.09.2012;03357407030;Kirchtimke;0;0;0
30.09.2012;03357407047;Tarmstedt;0;0;0
30.09.2012;03357407052;Vorwerk;0;0;0
30.09.2012;03357407053;Westertimke;0;0;0
30.09.2012;03357407055;Wilstedt;0;0;0
30.09.2012;03357408;Zeven, Samtgemeinde;19;3416;128220
30.09.2012;03357408013;Elsdorf, Niedersachs;3;.;.
30.09.2012;03357408018;Gyhum;0;0;0
30.09.2012;03357408021;Heeslingen;2;.;.
30.09.2012;03357408057;Zeven;14;3003;113614
30.09.2012;03358002;Bispingen;6;399;16009
30.09.2012;03358004;Bomlitz;5;1945;94315
30.09.2012;03358008;Bad Fallingbostel;6;765;.
30.09.2012;03358016;Munster;5;136;3534
30.09.2012;03358017;Neuenkirchen, Lüneburger Heide;3;.;.
30.09.2012;03358019;Schneverdingen;7;841;26660
30.09.2012;03358021;Soltau;14;1267;47639
30.09.2012;03358022;Walsrode;5;231;7236
30.09.2012;03358023;Wietzendorf;2;.;.
30.09.2012;03358401;Ahlden, Samtgemeinde;4;416;12424
30.09.2012;03358401001;Ahlden (Aller);0;0;0
30.09.2012;03358401006;Eickeloh;1;.;.
30.09.2012;03358401011;Grethem;0;0;0
30.09.2012;03358401012;Hademstorf;0;0;0
30.09.2012;03358401014;Hodenhagen;3;.;.
30.09.2012;03358402;Rethem/Aller, Samtgemeinde;0;0;0
30.09.2012;03358402003;Böhme;0;0;0
30.09.2012;03358402009;Frankenfeld;0;0;0
30.09.2012;03358402013;Häuslingen;0;0;0
30.09.2012;03358402018;Rethem (Aller);0;0;0
30.09.2012;03358403;Schwarmstedt, Samtgemeinde;3;216;4468
30.09.2012;03358403005;Buchholz (Aller);1;.;.
30.09.2012;03358403007;Essel;0;0;0
30.09.2012;03358403010;Gilten;0;0;0
30.09.2012;03358403015;Lindwedel;0;0;0
30.09.2012;03358403020;Schwarmstedt;2;.;.
30.09.2012;03358501;Osterheide, gem.fr. Bezirk;0;0;0
30.09.2012;03359010;Buxtehude, Hansestadt;23;2794;124155
30.09.2012;03359013;Drochtersen;3;262;9626
30.09.2012;03359028;Jork;0;0;0
30.09.2012;03359038;Stade, Hansestadt;28;5340;290974
30.09.2012;03359401;Apensen, Samtgemeinde;2;.;.
30.09.2012;03359401003;Apensen;2;.;.
30.09.2012;03359401006;Beckdorf;0;0;0
30.09.2012;03359401037;Sauensiek;0;0;0
30.09.2012;03359402;Fredenbeck, Samtgemeinde;2;.;.
30.09.2012;03359402011;Deinste;0;0;0
30.09.2012;03359402017;Fredenbeck;1;.;.
30.09.2012;03359402031;Kutenholz;1;.;.
30.09.2012;03359403;Harsefeld, Samtgemeinde;3;104;2275
30.09.2012;03359403002;Ahlerstedt;1;.;.
30.09.2012;03359403005;Bargstedt, Kr Stade;0;0;0
30.09.2012;03359403008;Brest;0;0;0
30.09.2012;03359403023;Harsefeld;2;.;.
30.09.2012;03359404;Himmelpforten, Samtgemeinde;3;150;2341
30.09.2012;03359404014;Düddenbüttel;0;0;0
30.09.2012;03359404015;Engelschoff;0;0;0
30.09.2012;03359404019;Großenwörden;0;0;0
30.09.2012;03359404022;Hammah;2;.;.
30.09.2012;03359404025;Himmelpforten;1;.;.
30.09.2012;03359405;Horneburg, Samtgemeinde;2;.;.
30.09.2012;03359405001;Agathenburg;0;0;0
30.09.2012;03359405007;Bliedersdorf;0;0;0
30.09.2012;03359405012;Dollern;0;0;0
30.09.2012;03359405027;Horneburg;2;.;.
30.09.2012;03359405034;Nottensdorf;0;0;0
30.09.2012;03359406;Lühe, Samtgemeinde;1;.;.
30.09.2012;03359406020;Grünendeich;0;0;0
30.09.2012;03359406021;Guderhandviertel;0;0;0
30.09.2012;03359406026;Hollern-Twielenfleth;0;0;0
30.09.2012;03359406032;Mittelnkirchen;0;0;0
30.09.2012;03359406033;Neuenkirchen b Horneburg, Niederelbe;0;0;0
30.09.2012;03359406039;Steinkirchen, Kr Stade;1;.;.
30.09.2012;03359407;Nordkehdingen, Samtgemeinde;1;.;.
30.09.2012;03359407004;Balje;0;0;0
30.09.2012;03359407018;Freiburg (Elbe);0;0;0
30.09.2012;03359407030;Krummendeich;0;0;0
30.09.2012;03359407035;Oederquart;0;0;0
30.09.2012;03359407040;Wischhafen;1;.;.
30.09.2012;03359408;Oldendorf, Samtgemeinde;0;0;0
30.09.2012;03359408009;Burweg;0;0;0
30.09.2012;03359408016;Estorf;0;0;0
30.09.2012;03359408024;Heinbockel;0;0;0
30.09.2012;03359408029;Kranenburg;0;0;0
30.09.2012;03359408036;Oldendorf;0;0;0
30.09.2012;03359409;Oldendorf-Himmelpforten, Samtgemeinde;-;-;-
30.09.2012;03359409009;Burweg;-;-;-
30.09.2012;03359409014;Düddenbüttel;-;-;-
30.09.2012;03359409015;Engelschoff;-;-;-
30.09.2012;03359409016;Estorf;-;-;-
30.09.2012;03359409019;Großenwörden;-;-;-
30.09.2012;03359409022;Hammah;-;-;-
30.09.2012;03359409024;Heinbockel;-;-;-
30.09.2012;03359409025;Himmelpforten;-;-;-
30.09.2012;03359409029;Kranenburg;-;-;-
30.09.2012;03359409036;Oldendorf;-;-;-
30.09.2012;03360004;Bienenbüttel;2;.;.
30.09.2012;03360025;Uelzen;17;1633;56118
30.09.2012;03360401;Bevensen, Samtgemeinde;-;-;-
30.09.2012;03360401001;Altenmedingen;-;-;-
30.09.2012;03360401002;Bad Bevensen, Stadt;-;-;-
30.09.2012;03360401003;Barum;-;-;-
30.09.2012;03360401008;Emmendorf;-;-;-
30.09.2012;03360401011;Himbergen;-;-;-
30.09.2012;03360401012;Jelmstorf;-;-;-
30.09.2012;03360401017;Römstedt;-;-;-
30.09.2012;03360401026;Weste;-;-;-
30.09.2012;03360402;Bodenteich, Samtgemeinde;-;-;-
30.09.2012;03360402005;Bad Bodenteich;-;-;-
30.09.2012;03360402013;Lüder;-;-;-
30.09.2012;03360402020;Soltendieck;-;-;-
30.09.2012;03360403;Altes Amt Ebstorf, Samtgemeinde;-;-;-
30.09.2012;03360403006;Ebstorf, Klosterflecken;-;-;-
30.09.2012;03360403010;Hanstedt;-;-;-
30.09.2012;03360403014;Natendorf;-;-;-
30.09.2012;03360403019;Schwienau;-;-;-
30.09.2012;03360403029;Wriedel;-;-;-
30.09.2012;03360404;Rosche, Samtgemeinde;1;.;.
30.09.2012;03360404015;Oetzen;0;0;0
30.09.2012;03360404016;Rätzlingen, Kr Uelzen;0;0;0
30.09.2012;03360404018;Rosche;0;0;0
30.09.2012;03360404022;Stoetze;0;0;0
30.09.2012;03360404024;Suhlendorf;1;.;.
30.09.2012;03360405;Suderburg, Samtgemeinde;3;325;8242
30.09.2012;03360405007;Eimke;0;0;0
30.09.2012;03360405009;Gerdau;1;.;.
30.09.2012;03360405023;Suderburg;2;.;.
30.09.2012;03360406;Wrestedt, Samtgemeinde;-;-;-
30.09.2012;03360406021;Stadensen;-;-;-
30.09.2012;03360406027;Wieren;-;-;-
30.09.2012;03360406028;Wrestedt;-;-;-
30.09.2012;03360407;Bevensen-Ebstorf, Samtgemeinde;7;391;11077
30.09.2012;03360407001;Altenmedingen;0;0;0
30.09.2012;03360407002;Bad Bevensen, Stadt;4;223;6971
30.09.2012;03360407003;Barum;0;0;0
30.09.2012;03360407006;Ebstorf, Klosterflecken;1;.;.
30.09.2012;03360407008;Emmendorf;1;.;.
30.09.2012;03360407010;Hanstedt;0;0;0
30.09.2012;03360407011;Himbergen;0;0;0
30.09.2012;03360407012;Jelmstorf;0;0;0
30.09.2012;03360407014;Natendorf;0;0;0
30.09.2012;03360407017;Römstedt;1;.;.
30.09.2012;03360407019;Schwienau;0;0;0
30.09.2012;03360407026;Weste;0;0;0
30.09.2012;03360407029;Wriedel;0;0;0
30.09.2012;03360408;Aue, Samtgemeinde;6;449;10401
30.09.2012;03360408005;Bad Bodenteich;2;.;.
30.09.2012;03360408013;Lüder;2;.;.
30.09.2012;03360408020;Soltendiek;0;0;0
30.09.2012;03360408030;Wrestedt;2;.;.
30.09.2012;03361001;Achim b Bremen;18;1544;57292
30.09.2012;03361003;Dörverden;2;.;.
30.09.2012;03361005;Kirchlinteln;4;230;7167
30.09.2012;03361006;Langwedel, Kr Verden;5;147;5097
30.09.2012;03361008;Ottersberg;4;.;.
30.09.2012;03361009;Oyten;8;529;18594
30.09.2012;03361012;Verden (Aller);22;4524;211921
30.09.2012;03361401;Thedinghausen, Samtgemeinde;6;424;13359
30.09.2012;03361401002;Blender;1;.;.
30.09.2012;03361401004;Emtinghausen;0;0;0
30.09.2012;03361401010;Riede;0;0;0
30.09.2012;03361401013;Thedinghausen;5;.;.
30.09.2012;03401000;Delmenhorst, krsfr. Stadt;31;2676;91811
30.09.2012;03402000;Emden, krsfr. Stadt;28;10973;.
30.09.2012;03403000;Oldenburg(Oldb), krsfr. Stadt;55;4299;146673
30.09.2012;03404000;Osnabrück, krsfr. Stadt;79;11024;451474
30.09.2012;03405000;Wilhelmshaven, krsfr. Stadt;27;2802;121576
30.09.2012;03451001;Apen;9;583;20423
30.09.2012;03451002;Bad Zwischenahn;9;1076;40329
30.09.2012;03451004;Edewecht;22;1981;63700
30.09.2012;03451005;Rastede;14;952;35795
30.09.2012;03451007;Westerstede;10;873;30080
30.09.2012;03451008;Wiefelstede;8;838;35518
30.09.2012;03452001;Aurich (Ostfr.);25;3114;100300
30.09.2012;03452002;Baltrum;0;0;0
30.09.2012;03452006;Großefehn;1;.;.
30.09.2012;03452007;Großheide;0;0;0
30.09.2012;03452011;Hinte;0;0;0
30.09.2012;03452012;Ihlow, Ostfriesl;5;315;7326
30.09.2012;03452013;Juist;0;0;0
30.09.2012;03452014;Krummhörn;2;.;.
30.09.2012;03452019;Norden;11;781;21972
30.09.2012;03452020;Norderney;1;.;.
30.09.2012;03452023;Südbrookmerland;4;689;12831
30.09.2012;03452025;Wiesmoor;8;339;9937
30.09.2012;03452027;Dornum;0;0;0
30.09.2012;03452401;Brookmerland, Samtgemeinde;0;0;0
30.09.2012;03452401015;Leezdorf;0;0;0
30.09.2012;03452401017;Marienhafe;0;0;0
30.09.2012;03452401021;Osteel;0;0;0
30.09.2012;03452401022;Rechtsupweg;0;0;0
30.09.2012;03452401024;Upgant-Schott;0;0;0
30.09.2012;03452401026;Wirdum;0;0;0
30.09.2012;03452403;Hage, Samtgemeinde;3;158;4250
30.09.2012;03452403003;Berumbur;1;.;.
30.09.2012;03452403008;Hage;2;.;.
30.09.2012;03452403009;Hagermarsch;0;0;0
30.09.2012;03452403010;Halbemond;0;0;0
30.09.2012;03452403016;Lütetsburg;0;0;0
30.09.2012;03452501;Nordseeinsel Memmert, gem.fr. Geb.;0;0;0
30.09.2012;03453001;Barßel;7;902;35792
30.09.2012;03453002;Bösel;6;451;11769
30.09.2012;03453003;Cappeln (Oldenburg);7;502;14413
30.09.2012;03453004;Cloppenburg;15;2216;78482
30.09.2012;03453005;Emstek;14;1213;40049
30.09.2012;03453006;Essen (Oldenburg);11;2692;78611
30.09.2012;03453007;Friesoythe;12;1464;49633
30.09.2012;03453008;Garrel;12;1437;40988
30.09.2012;03453009;Lastrup;7;549;14612
30.09.2012;03453010;Lindern (Oldenburg);4;.;.
30.09.2012;03453011;Löningen;8;1938;63718
30.09.2012;03453012;Molbergen;1;.;.
30.09.2012;03453013;Saterland;16;1536;49883
30.09.2012;03454010;Emsbüren;9;850;23940
30.09.2012;03454014;Geeste;15;1496;44922
30.09.2012;03454018;Haren (Ems);19;3128;97150
30.09.2012;03454019;Haselünne;9;751;24328
30.09.2012;03454032;Lingen (Ems);32;4446;196731
30.09.2012;03454035;Meppen;17;2132;86418
30.09.2012;03454041;Papenburg;21;4714;197545
30.09.2012;03454044;Rhede (Ems);1;.;.
30.09.2012;03454045;Salzbergen;19;2557;115580
30.09.2012;03454054;Twist;10;.;.
30.09.2012;03454401;Dörpen, Samtgemeinde;14;2348;92269
30.09.2012;03454401007;Dersum;1;.;.
30.09.2012;03454401008;Dörpen;8;1829;75947
30.09.2012;03454401020;Heede, Ems;1;.;.
30.09.2012;03454401025;Kluse;1;.;.
30.09.2012;03454401030;Lehe, Ems;1;.;.
30.09.2012;03454401037;Neubörger;1;.;.
30.09.2012;03454401038;Neulehe;0;0;0
30.09.2012;03454401056;Walchum;0;0;0
30.09.2012;03454401060;Wippingen;1;.;.
30.09.2012;03454402;Freren, Samtgemeinde;7;599;22581
30.09.2012;03454402001;Andervenne;0;0;0
30.09.2012;03454402003;Beesten;3;.;.
30.09.2012;03454402012;Freren;3;202;6597
30.09.2012;03454402036;Messingen;1;.;.
30.09.2012;03454402053;Thuine;0;0;0
30.09.2012;03454403;Herzlake, Samtgemeinde;10;909;27082
30.09.2012;03454403009;Dohren, Emsl;0;0;0
30.09.2012;03454403021;Herzlake;6;732;22887
30.09.2012;03454403026;Lähden;4;177;4195
30.09.2012;03454404;Lathen, Samtgemeinde;13;741;21259
30.09.2012;03454404013;Fresenburg;2;.;.
30.09.2012;03454404029;Lathen;9;515;15414
30.09.2012;03454404039;Niederlangen;2;.;.
30.09.2012;03454404040;Oberlangen;0;0;0
30.09.2012;03454404043;Renkenberge;0;0;0
30.09.2012;03454404052;Sustrum;0;0;0
30.09.2012;03454405;Lengerich, Samtgemeinde;7;268;5941
30.09.2012;03454405002;Bawinkel;1;.;.
30.09.2012;03454405015;Gersten;1;.;.
30.09.2012;03454405017;Handrup;1;.;.
30.09.2012;03454405028;Langen, Emsl;0;0;0
30.09.2012;03454405031;Lengerich, Emsl;4;182;4083
30.09.2012;03454405059;Wettrup;0;0;0
30.09.2012;03454406;Nordhümmling, Samtgemeinde;11;875;20287
30.09.2012;03454406004;Bockhorst;0;0;0
30.09.2012;03454406006;Breddenberg;0;0;0
30.09.2012;03454406011;Esterwegen;3;.;.
30.09.2012;03454406022;Hilkenbrook;2;.;.
30.09.2012;03454406051;Surwold;6;484;12470
30.09.2012;03454407;Sögel, Samtgemeinde;9;748;19778
30.09.2012;03454407005;Börger;2;.;.
30.09.2012;03454407016;Groß Berßen;1;.;.
30.09.2012;03454407023;Hüven;0;0;0
30.09.2012;03454407024;Klein Berßen;0;0;0
30.09.2012;03454407047;Sögel;4;308;10881
30.09.2012;03454407048;Spahnharrenstätte;1;.;.
30.09.2012;03454407050;Stavern;0;0;0
30.09.2012;03454407058;Werpeloh;1;.;.
30.09.2012;03454408;Spelle, Samtgemeinde;10;2590;106650
30.09.2012;03454408034;Lünne;1;.;.
30.09.2012;03454408046;Schapen;1;.;.
30.09.2012;03454408049;Spelle;8;.;.
30.09.2012;03454409;Werlte, Samtgemeinde;15;1388;49178
30.09.2012;03454409027;Lahn;0;0;0
30.09.2012;03454409033;Lorup;3;171;3028
30.09.2012;03454409042;Rastdorf;0;0;0
30.09.2012;03454409055;Vrees;0;0;0
30.09.2012;03454409057;Werlte;12;1217;46150
30.09.2012;03455007;Jever;4;.;.
30.09.2012;03455014;Sande;4;384;12182
30.09.2012;03455015;Schortens;0;0;0
30.09.2012;03455020;Wangerland;0;0;0
30.09.2012;03455021;Wangerooge;0;0;0
30.09.2012;03455025;Bockhorn, Jadebusen;5;146;3341
30.09.2012;03455026;Varel;15;2910;129309
30.09.2012;03455027;Zetel;1;.;.
30.09.2012;03456001;Bad Bentheim;15;2111;101232
30.09.2012;03456015;Nordhorn;27;2197;73995
30.09.2012;03456025;Wietmarschen;8;556;18160
30.09.2012;03456401;Emlichheim, Samtgemeinde;13;1262;48791
30.09.2012;03456401002;Emlichheim;6;637;27102
30.09.2012;03456401009;Hoogstede;2;.;.
30.09.2012;03456401012;Laar;2;.;.
30.09.2012;03456401019;Ringe;3;434;13616
30.09.2012;03456402;Neuenhaus, Samtgemeinde;11;1564;53254
30.09.2012;03456402004;Esche;0;0;0
30.09.2012;03456402005;Georgsdorf;2;.;.
30.09.2012;03456402013;Lage, Dinkel;0;0;0
30.09.2012;03456402014;Neuenhaus;9;.;.
30.09.2012;03456402017;Osterwald;0;0;0
30.09.2012;03456403;Schüttorf, Samtgemeinde;14;1604;51531
30.09.2012;03456403003;Engden;0;0;0
30.09.2012;03456403010;Isterberg;0;0;0
30.09.2012;03456403016;Ohne;0;0;0
30.09.2012;03456403018;Quendorf;0;0;0
30.09.2012;03456403020;Samern;0;0;0
30.09.2012;03456403021;Schüttorf, Stadt;-;-;-
30.09.2012;03456403022;Suddendorf;-;-;-
30.09.2012;03456403027;Schüttorf, Stadt;14;1604;51531
30.09.2012;03456404;Uelsen, Samtgemeinde;8;599;15256
30.09.2012;03456404006;Getelo;0;0;0
30.09.2012;03456404007;Gölenkamp;0;0;0
30.09.2012;03456404008;Halle b Neuenhaus, Dinkel;0;0;0
30.09.2012;03456404011;Itterbeck;1;.;.
30.09.2012;03456404023;Uelsen;3;222;2988
30.09.2012;03456404024;Wielen;0;0;0
30.09.2012;03456404026;Wilsum;4;.;.
30.09.2012;03457002;Borkum;0;0;0
30.09.2012;03457012;Jemgum;0;0;0
30.09.2012;03457013;Leer (Ostfriesland);29;1928;64232
30.09.2012;03457014;Moormerland;6;399;12563
30.09.2012;03457017;Ostrhauderfehn;1;.;.
30.09.2012;03457018;Rhauderfehn;4;330;10014
30.09.2012;03457020;Uplengen;3;171;3463
30.09.2012;03457021;Weener;6;843;29312
30.09.2012;03457022;Westoverledingen;4;148;4530
30.09.2012;03457024;Bunde;1;.;.
30.09.2012;03457402;Hesel, Samtgemeinde;3;132;3665
30.09.2012;03457402003;Brinkum;0;0;0
30.09.2012;03457402009;Firrel;1;.;.
30.09.2012;03457402010;Hesel;2;.;.
30.09.2012;03457402011;Holtland;0;0;0
30.09.2012;03457402015;Neukamperfehn;0;0;0
30.09.2012;03457402019;Schwerinsdorf;0;0;0
30.09.2012;03457403;Jümme, Samtgemeinde;2;.;.
30.09.2012;03457403006;Detern;0;0;0
30.09.2012;03457403008;Filsum;2;.;.
30.09.2012;03457403016;Nortmoor;0;0;0
30.09.2012;03457501;Insel Lütje Hörn, gem.fr. Geb.;0;0;0
30.09.2012;03458003;Dötlingen;0;0;0
30.09.2012;03458005;Ganderkesee;11;1188;39397
30.09.2012;03458007;Großenkneten;9;877;36738
30.09.2012;03458009;Hatten;3;200;6836
30.09.2012;03458010;Hude (Oldenburg);8;980;33963
30.09.2012;03458013;Wardenburg;9;597;19886
30.09.2012;03458014;Wildeshausen;17;1414;44878
30.09.2012;03458401;Harpstedt, Samtgemeinde;3;187;4331
30.09.2012;03458401001;Beckeln;1;.;.
30.09.2012;03458401002;Colnrade;0;0;0
30.09.2012;03458401004;Dünsen;0;0;0
30.09.2012;03458401006;Groß Ippener;1;.;.
30.09.2012;03458401008;Harpstedt;0;0;0
30.09.2012;03458401011;Kirchseelte;0;0;0
30.09.2012;03458401012;Prinzhöfte;1;.;.
30.09.2012;03458401015;Winkelsett;0;0;0
30.09.2012;03459003;Bad Essen;12;1994;67711
30.09.2012;03459004;Bad Iburg;7;520;18475
30.09.2012;03459005;Bad Laer;12;873;28579
30.09.2012;03459006;Bad Rothenfelde;0;0;0
30.09.2012;03459008;Belm;5;978;32371
30.09.2012;03459012;Bissendorf;8;761;31692
30.09.2012;03459013;Bohmte;11;819;30216
30.09.2012;03459014;Bramsche;21;2742;100743
30.09.2012;03459015;Dissen am Teutob. Wald;17;3034;106685
30.09.2012;03459019;Georgsmarienhütte;25;3642;140699
30.09.2012;03459020;Hagen am Teutoburger Wald;6;299;10819
30.09.2012;03459021;Hasbergen;3;.;.
30.09.2012;03459022;Hilter am Teutob. Wald;10;1399;48810
30.09.2012;03459024;Melle;53;5449;205704
30.09.2012;03459029;Ostercappeln;8;353;9614
30.09.2012;03459033;Wallenhorst;14;770;21341
30.09.2012;03459034;Glandorf;5;.;.
30.09.2012;03459401;Artland, Samtgemeinde;12;2927;98975
30.09.2012;03459401007;Badbergen;2;.;.
30.09.2012;03459401025;Menslage;0;0;0
30.09.2012;03459401028;Nortrup;2;.;.
30.09.2012;03459401030;Quakenbrück;8;801;33922
30.09.2012;03459402;Bersenbrück, Samtgemeinde;21;1664;51049
30.09.2012;03459402001;Alfhausen;4;250;9069
30.09.2012;03459402002;Ankum;3;49;1429
30.09.2012;03459402010;Bersenbrück;11;1234;38322
30.09.2012;03459402016;Eggermühlen;0;0;0
30.09.2012;03459402018;Gehrde;1;.;.
30.09.2012;03459402023;Kettenkamp;2;.;.
30.09.2012;03459402031;Rieste;0;0;0
30.09.2012;03459403;Fürstenau, Samtgemeinde;9;905;31399
30.09.2012;03459403009;Berge b Quakenbrück;1;.;.
30.09.2012;03459403011;Bippen;3;.;.
30.09.2012;03459403017;Fürstenau;5;502;19675
30.09.2012;03459404;Neuenkirchen, Samtgemeinde;4;206;6351
30.09.2012;03459404026;Merzen;2;.;.
30.09.2012;03459404027;Neuenkirchen b Bramsche, Hase;1;.;.
30.09.2012;03459404032;Voltlage;1;.;.
30.09.2012;03460001;Bakum;6;306;8671
30.09.2012;03460002;Damme, Dümmer;10;3267;127578
30.09.2012;03460003;Dinklage;16;1551;50765
30.09.2012;03460004;Goldenstedt;18;1193;36782
30.09.2012;03460005;Holdorf, Niedersachs;7;465;15126
30.09.2012;03460006;Lohne (Oldenburg);31;5433;183240
30.09.2012;03460007;Neuenkirchen-Vörden;9;799;21638
30.09.2012;03460008;Steinfeld (Oldenburg);15;1510;46622
30.09.2012;03460009;Vechta;32;2766;93381
30.09.2012;03460010;Visbek;9;1580;50840
30.09.2012;03461001;Berne;4;847;29997
30.09.2012;03461002;Brake (Unterweser);6;1035;36654
30.09.2012;03461003;Butjadingen;0;0;0
30.09.2012;03461004;Elsfleth;6;613;.
30.09.2012;03461005;Jade;1;.;.
30.09.2012;03461006;Lemwerder;6;1859;85865
30.09.2012;03461007;Nordenham;12;4424;224322
30.09.2012;03461008;Ovelgönne;1;.;.
30.09.2012;03461009;Stadland;1;.;.
30.09.2012;03462005;Friedeburg;6;454;9617
30.09.2012;03462007;Langeoog;0;0;0
30.09.2012;03462014;Spiekeroog;0;0;0
30.09.2012;03462019;Wittmund;3;.;.
30.09.2012;03462401;Esens, Samtgemeinde;1;.;.
30.09.2012;03462401002;Dunum;0;0;0
30.09.2012;03462401003;Esens;1;.;.
30.09.2012;03462401006;Holtgast;0;0;0
30.09.2012;03462401008;Moorweg;0;0;0
30.09.2012;03462401010;Neuharlingersiel;0;0;0
30.09.2012;03462401015;Stedesdorf;0;0;0
30.09.2012;03462401017;Werdum;0;0;0
30.09.2012;03462402;Holtriem, Samtgemeinde;4;.;.
30.09.2012;03462402001;Blomberg, Ostfriesl;1;.;.
30.09.2012;03462402004;Eversmeer;0;0;0
30.09.2012;03462402009;Nenndorf;1;.;.
30.09.2012;03462402011;Neuschoo;1;.;.
30.09.2012;03462402012;Ochtersum;0;0;0
30.09.2012;03462402013;Schweindorf;1;.;.
30.09.2012;03462402016;Utarp;0;0;0
30.09.2012;03462402018;Westerholt;0;0;0
30.09.2012;04011000;Bremen, krsfr. Stadt;227;45408;2353208
30.09.2012;04012000;Bremerhaven, krsfr. Stadt;63;6228;200686
30.09.2012;05111000;Düsseldorf, krsfr. Stadt;137;33104;1829884
30.09.2012;05112000;Duisburg, krsfr. Stadt;154;36328;1777288
30.09.2012;05113000;Essen, krsfr. Stadt;168;17666;893880
30.09.2012;05114000;Krefeld, krsfr. Stadt;117;20635;1039332
30.09.2012;05116000;Mönchengladbach, krsfr. Stadt;117;14037;656084
30.09.2012;05117000;Mülheim an der Ruhr, krsfr. Stadt;70;12836;644541
30.09.2012;05119000;Oberhausen, krsfr. Stadt;71;8848;476070
30.09.2012;05120000;Remscheid, krsfr. Stadt;138;14159;632642
30.09.2012;05122000;Solingen, krsfr. Stadt;134;11753;430234
30.09.2012;05124000;Wuppertal, krsfr. Stadt;186;24600;1167771
30.09.2012;05154004;Bedburg-Hau;1;.;.
30.09.2012;05154008;Emmerich am Rhein;26;2795;118273
30.09.2012;05154012;Geldern;14;1157;40799
30.09.2012;05154016;Goch;18;1085;39317
30.09.2012;05154020;Issum;6;.;.
30.09.2012;05154024;Kalkar;8;.;.
30.09.2012;05154028;Kerken;2;.;.
30.09.2012;05154032;Kevelaer;12;548;17681
30.09.2012;05154036;Kleve, Niederrhein;23;1947;83548
30.09.2012;05154040;Kranenburg, Niederrhein;3;.;.
30.09.2012;05154044;Rees;11;609;19214
30.09.2012;05154048;Rheurdt;1;.;.
30.09.2012;05154052;Straelen;11;1209;36957
30.09.2012;05154056;Uedem;8;.;.
30.09.2012;05154060;Wachtendonk;5;282;9018
30.09.2012;05154064;Weeze;8;373;11197
30.09.2012;05158004;Erkrath;22;.;.
30.09.2012;05158008;Haan;36;2613;113564
30.09.2012;05158012;Heiligenhaus;39;4665;187313
30.09.2012;05158016;Hilden;34;4325;225736
30.09.2012;05158020;Langenfeld (Rhld.);53;4666;203959
30.09.2012;05158024;Mettmann;17;.;.
30.09.2012;05158026;Monheim am Rhein;16;3501;238870
30.09.2012;05158028;Ratingen;40;4218;214214
30.09.2012;05158032;Velbert;103;12000;483145
30.09.2012;05158036;Wülfrath;20;2022;89505
30.09.2012;05162004;Dormagen;22;4505;265601
30.09.2012;05162008;Grevenbroich;25;5489;290783
30.09.2012;05162012;Jüchen;3;.;.
30.09.2012;05162016;Kaarst;8;.;.
30.09.2012;05162020;Korschenbroich;14;1258;52503
30.09.2012;05162022;Meerbusch;11;865;39554
30.09.2012;05162024;Neuss;71;13221;698415
30.09.2012;05162028;Rommerskirchen;3;109;3834
30.09.2012;05166004;Brüggen, Niederrhein;11;780;27719
30.09.2012;05166008;Grefrath;7;1063;38762
30.09.2012;05166012;Kempen;36;2913;117802
30.09.2012;05166016;Nettetal;27;1609;60273
30.09.2012;05166020;Niederkrüchten;4;148;.
30.09.2012;05166024;Schwalmtal, Niederrhein;9;698;21145
30.09.2012;05166028;Tönisvorst;13;1040;.
30.09.2012;05166032;Viersen;43;4441;188644
30.09.2012;05166036;Willich;36;2768;110384
30.09.2012;05170004;Alpen;5;1486;77119
30.09.2012;05170008;Dinslaken;23;2198;103921
30.09.2012;05170012;Hamminkeln;16;1610;53503
30.09.2012;05170016;Hünxe;7;380;12077
30.09.2012;05170020;Kamp-Lintfort;21;3111;112623
30.09.2012;05170024;Moers;37;3045;118640
30.09.2012;05170028;Neukirchen-Vluyn;8;1132;53110
30.09.2012;05170032;Rheinberg;18;1842;101290
30.09.2012;05170036;Schermbeck;9;509;21791
30.09.2012;05170040;Sonsbeck;8;380;11075
30.09.2012;05170044;Voerde (Niederrhein);15;2211;111261
30.09.2012;05170048;Wesel;35;3335;129402
30.09.2012;05170052;Xanten;5;500;19869
30.09.2012;05313000;Aachen, Stadt (alt);-;-;-
30.09.2012;05314000;Bonn, krsfr. Stadt;62;7974;356110
30.09.2012;05315000;Köln, krsfr. Stadt;256;49620;2727933
30.09.2012;05316000;Leverkusen, krsfr. Stadt;47;12994;795520
30.09.2012;05334002;Aachen, krfr. Stadt;96;17355;789816
